vol_kind,vol_win,trend_win,target,sharpe,cagr,maxdd,vol,calmar,n
parkinson,10,150,0.2,0.6229998298041431,0.12100547243935877,-0.4287196907035341,0.21788682589405678,0.28224845992211683,6939
close,42,150,0.15,0.622990696110288,0.09233758500762912,-0.3146056089798721,0.1592831757158086,0.29350266610642883,6939
parkinson,42,300,0.2,0.6229710694936604,0.11476604123405654,-0.34915159603568935,0.2045522944431151,0.3286997468638965,6939
close,21,150,0.2,0.6215304491734371,0.12141480751740219,-0.4300079830171225,0.2195968861129266,0.28235477552184784,6939
parkinson,10,300,0.15,0.6210479302791833,0.09503847984368274,-0.3202062596554648,0.16522949037352147,0.2968039411407577,6939
close,10,200,0.2,0.6202582652586435,0.12408482540455346,-0.45270634821257405,0.2261953269477478,0.274095616053274,6939
close,10,200,0.15,0.619659085654665,0.10091201410730677,-0.3665078964542807,0.17748353896429944,0.27533380612958996,6939
parkinson,63,150,0.2,0.6181891003368556,0.11279366522665524,-0.3747096245358542,0.20275315586912343,0.30101619451694267,6939
close,63,150,0.15,0.6170741865423711,0.08913747589489107,-0.29996914764173743,0.1550777611091306,0.2971554794740116,6939
close,42,200,0.2,0.615618561906894,0.11260382998394092,-0.37475252315725005,0.20360296324482635,0.300475175017544,6939
parkinson,63,300,0.15,0.6148217219033573,0.08876858026000978,-0.29398138234242444,0.15510708234183737,0.30195306775111924,6939
close,10,300,0.2,0.6136276801421902,0.12347488092826842,-0.4310863537925729,0.2287044077673108,0.28642725486894255,6939
close,10,300,0.15,0.6135103122393996,0.10057496625946949,-0.35377853385355396,0.17930362583241705,0.28428792771554173,6939
close,10,150,0.2,0.61325204135772,0.12474384070813271,-0.49967569728081784,0.2318910709570629,0.2496496055080835,6939
close,10,150,0.15,0.6132357652703048,0.10165704273763643,-0.3921675861842997,0.1816688912727887,0.2592183707142552,6939
close,63,200,0.15,0.6132180802229179,0.08693144659353802,-0.28825330054876575,0.15204930894733312,0.3015800562492822,6939
close,42,300,0.2,0.612922024889376,0.11366847691509019,-0.34817756700129765,0.2072489911274826,0.3264669745787113,6939
parkinson,10,300,0.2,0.6116366490187788,0.11717088623972893,-0.4101481362242979,0.21562241506306878,0.2856794311400982,6939
parkinson,63,200,0.2,0.6113588752254081,0.10921515366450962,-0.3747096245358542,0.1984248769194697,0.2914661020511346,6939
close,42,150,0.2,0.6089076719320069,0.11317108753276028,-0.3992163898713902,0.2082690939005066,0.2834830693429671,6939
close,63,300,0.15,0.6070373688335229,0.0875259424554975,-0.28825330054876597,0.1553048772346587,0.30364246407194245,6939
close,63,150,0.2,0.6041285194525788,0.10953781714765021,-0.367308697509241,0.20271511682991267,0.29821732480182933,6939
parkinson,63,300,0.2,0.6020329242985082,0.10911876880424409,-0.3747096245358542,0.20282550967866478,0.2912088765785172,6939
close,63,200,0.2,0.5997307955217946,0.10674275646750897,-0.367308697509241,0.19873327767274218,0.29060775634049196,6939
close,63,300,0.2,0.5936386233429527,0.10731761911529847,-0.3673086975092409,0.20311358873602797,0.29217282314040094,6939
